80000
155	22687	8
42	16290	4
2096	5653	8
76	484	6
36	5629	3
441	615	5
173	11331	3
23	15792	3
1106	148	4
482	27	8
30	509	3
63	580	8
63	484	0
1931	70	7
109	951	7
6229	524	1
6295	6200	1
1848	90	1
89	7330	5
56	854	6
1640	13	4
111	11010	6
1511	1031	0
6068	13	8
820	6181	1
795	95	8
1039	6538	8
63	52	1
763	14526	1
745	2297	8
30	66	3
614	762	5
8147	151	8
13676	1074	4
999	39	1
319	1455	2
63	47	3
15079	13	3
18003	18004	1
8	7964	1
42	91	4
1351	519	5
7380	7381	1
3690	47	8
569	18	6
19767	2726	8
846	17331	3
2010	29	1
626	13	4
30	8344	3
87	5862	2
120	4278	6
81	501	2
30	502	8
601	2205	1
203	39	8
30	8019	3
125	1979	3
46	688	8
1539	22542	8
4891	1103	3
323	6149	8
16193	528	3
42	2946	4
25	1783	7
656	185	6
63	439	3
30	1472	3
76	12633	6
206	1133	6
3970	4346	1
76	484	6
106	10003	0
63	1237	1
866	7	6
21496	634	5
56	688	6
623	11817	8
1003	21039	2
4244	23	3
21	575	1
805	903	5
2635	13087	8
123	12510	1
30	1469	3
208	740	8
3103	3066	5
30	3966	3
355	6052	1
4568	170	1
1578	39	8
1165	1147	1
13	5148	6
795	1780	8
7638	2582	3
923	5051	8
23121	59	4
2811	157	1
637	11710	8
8824	2422	1
42	148	4
94	610	6
663	261	4
1423	378	1
176	17088	3
3014	951	2
23	2425	3
30	1240	8
8	19346	1
1104	47	1
123	22243	5
30	5819	3
323	137	3
960	2209	6
30	7737	3
5605	451	3
1137	17514	8
1501	281	8
106	356	0
161	1013	3
21	39	8
2407	3024	5
9812	13	8
655	192	4
2330	7268	6
42	21576	4
30	858	3
319	217	2
2537	1155	1
390	90	6
355	4382	1
104	1074	5
1247	5	1
87	5045	2
48	19167	1
327	1946	4
4890	18	1
430	976	8
2072	675	3
97	11003	2
8	372	1
447	2768	1
4151	47	3
1691	456	5
152	968	1
104	4571	1
23274	70	8
19	1150	4
1355	70	8
30	10271	3
6962	39	4
58	14129	3
1137	13	1
1224	1173	8
492	314	3
19971	6526	4
76	4320	6
3917	5356	8
42	3692	4
111	6150	6
63	1441	6
3198	13	4
81	95	8
42	6272	4
2	6935	6
17078	23749	8
452	1167	7
12639	3011	0
28	5627	1
53	39	7
1104	2498	1
21	7	2
1788	13	8
1188	170	3
1153	1086	8
30	14798	3
11052	1173	3
8	2322	1
8751	39	3
42	4967	4
87	3886	2
327	552	5
74	8760	8
619	1230	6
123	2795	2
452	3384	7
23	157	3
81	378	4
1489	484	0
1266	1454	8
23	75	3
87	3596	2
3597	528	3
327	6304	5
943	283	3
74	13473	8
161	9	1
482	679	0
21	15144	2
361	2208	8
2199	18	4
42	10849	4
335	8285	4
18	56	8
36	151	3
3874	11486	3
42	7055	4
3238	1967	1
1242	227	8
255	27	7
11362	9977	3
1854	4136	3
36	1117	3
3597	10053	8
2744	6375	1
657	732	4
525	1013	8
74	6842	8
382	18	1
817	95	7
42	5124	4
614	29	5
19097	86	1
834	10356	2
106	2228	0
30	11044	3
42	660	4
106	59	1
42	2221	4
319	90	2
958	1293	4
6962	70	4
1516	16006	1
9372	5	1
140	342	8
76	2310	6
123	3902	3
1578	870	1
355	1020	1
450	1835	8
17033	4801	2
2257	153	8
10726	12917	4
42	9043	4
14592	14245	1
28	290	8
19610	222	1
3407	2164	5
745	6768	5
572	23001	8
3958	39	4
127	227	7
191	456	5
140	20	8
56	854	6
4	2779	0
81	170	8
455	435	1
120	2561	6
3309	7863	6
1266	1236	8
30	20	1
18948	18	8
56	1091	6
8012	195	8
255	95	8
8	86	1
3991	11048	8
2941	52	8
1104	170	1
120	878	6
235	575	8
36	406	3
8	17385	1
23	378	3
482	1140	0
1516	793	8
167	2893	4
373	811	0
840	1074	5
30	8450	3
255	4397	7
8	2473	1
106	1627	0
2257	185	8
1463	7693	8
87	8634	2
106	1990	0
2	6644	6
42	1889	4
8	675	1
23	157	3
459	5	3
42	9923	4
1580	13	4
80	675	3
3781	3782	5
42	4319	4
42	3940	4
152	105	1
123	4827	1
745	1648	5
104	192	1
28	851	8
7287	149	7
36	216	3
1019	5832	4
6586	6587	1
171	205	8
1044	5	7
76	7986	6
2373	439	3
16765	16636	7
1540	421	4
248	2462	4
316	39	3
806	423	4
30	11412	3
89	283	5
23	995	3
134	20657	5
56	4924	6
23	342	3
6831	1969	2
8244	261	1
76	207	6
203	7775	2
132	2351	5
558	157	3
56	22909	6
323	528	8
644	170	8
76	1220	6
42	1050	4
106	21088	0
106	2164	8
798	5820	8
30	7070	3
23	8138	3
1516	6645	1
56	15330	6
89	1339	5
355	8317	1
798	4505	8
28	59	8
7023	15749	4
371	47	8
15297	19155	8
21	1454	1
1188	59	3
167	1570	4
23	1147	3
923	394	1
63	730	1
42	1535	4
614	7942	5
56	7314	6
42	2729	4
623	402	8
369	12948	4
201	1237	6
246	247	5
8	22760	1
161	485	4
42	7730	4
943	184	3
2076	227	8
696	18	6
798	757	5
42	6388	4
42	15527	4
123	2097	4
9631	1710	3
160	5471	5
78	454	7
181	90	6
8	221	1
3989	106	0
230	42	4
113	95	1
335	3353	4
28	2129	8
614	5493	5
17547	406	1
167	485	4
161	1147	1
1053	9498	0
1199	676	4
97	9336	2
21	170	1
80	2729	3
87	281	2
89	6288	5
11015	1637	5
223	2121	1
230	95	3
25	1147	7
464	331	7
820	5182	1
2758	906	6
437	157	6
2959	5194	2
4247	3683	8
869	423	1
56	22202	6
11976	35	3
104	1147	8
1053	2485	0
42	7678	4
241	306	7
160	2413	3
840	73	1
936	90	8
42	4329	4
4738	39	8
42	7710	4
640	641	1
23	15423	3
11723	29	1
745	261	3
76	5974	6
363	12558	4
805	3503	1
10390	12182	1
42	22371	4
5426	3595	4
87	13	2
152	93	1
30	2086	3
1917	20601	2
42	7450	4
9068	6331	4
42	27	4
123	2221	8
2	270	6
76	16784	6
48	5612	5
42	5299	4
23	14713	3
404	465	1
1049	929	4
1275	21792	2
2	1096	7
38	19488	1
89	7222	5
5605	733	1
19	1230	4
42	5756	4
566	1930	3
21	13	4
30	12471	3
76	18	6
76	467	6
42	1469	4
1021	170	8
87	553	2
2388	9132	1
3597	47	1
957	6522	1
15239	456	1
1578	2563	1
301	1622	8
1137	6245	8
42	17173	4
42	3535	4
3362	39	8
76	1356	6
731	20	4
4813	13	1
56	10109	6
48	830	5
104	484	8
4275	528	3
28	11593	8
803	951	7
6082	397	8
16807	1507	8
241	2444	7
30	2637	3
14423	1474	2
4534	47	5
4	2520	0
104	90	6
7025	22095	8
78	18	6
161	524	1
304	2324	3
875	13	1
152	164	1
449	3384	6
104	2740	1
2183	590	6
123	10597	5
1224	1175	3
106	3965	0
104	550	2
323	837	8
10924	590	6
1408	47	8
2744	1313	8
3328	2893	4
23	2827	3
8	14356	1
104	164	0
63	90	1
89	213	5
76	2000	6
18561	148	4
426	2154	1
104	2801	8
109	2596	7
23	21474	3
106	8646	0
2036	2126	0
42	5026	4
1566	4295	1
2	207	6
3935	47	1
89	1761	5
316	59	3
30	406	3
803	13	6
123	15460	3
48	3963	8
106	11647	0
11131	27	7
1137	5653	8
106	3871	0
3872	47	8
181	11373	6
111	1004	6
373	178	6
2934	294	6
30	17107	3
355	217	1
30	9079	3
181	975	6
56	1636	6
8	3300	1
40	157	8
696	1617	6
10	675	8
1411	13	1
42	342	4
89	18149	5
8	157	1
36	326	3
5263	793	8
42	19583	4
36	1856	3
76	421	6
30	17947	3
42	10840	4
795	1124	8
24273	688	1
745	157	3
23	3715	3
56	3484	6
152	151	1
2172	2946	3
30	13	3
123	7243	1
76	149	6
21	553	8
1534	95	4
19053	733	8
104	439	3
76	2660	6
56	1698	6
30	18508	3
1064	270	1
104	937	8
2	12434	8
25	4070	7
319	9930	2
76	2452	6
4087	4088	4
600	3184	6
23	3693	3
5968	528	3
614	283	8
1578	84	1
23933	123	1
171	673	2
1621	901	8
155	18	6
955	39	8
1003	8140	2
30	77	3
657	1313	5
42	9461	4
1602	1587	4
56	2538	6
237	1989	4
691	283	5
8	1071	1
361	362	2
23	837	3
74	11021	3
78	2380	7
81	148	4
56	421	6
56	8158	6
87	141	2
1165	39	1
30	3829	3
18170	18171	1
106	3871	0
14301	15388	0
2537	824	3
2402	8382	8
657	10415	3
89	1076	5
1228	227	1
1224	854	8
319	8145	2
1987	18	6
23	4178	3
8319	519	5
335	59	4
390	750	1
42	3080	4
8	227	1
731	2358	3
123	10624	1
28	70	1
140	90	4
152	3296	1
910	1096	6
152	146	1
452	679	7
16167	2038	6
3172	5596	8
14693	47	8
2908	3296	3
5964	551	3
42	16554	4
556	1298	4
2401	8843	4
2672	727	4
111	1133	6
30	9258	3
10	519	8
56	9990	6
8	1986	1
492	6498	8
34	5106	3
1492	364	1
294	528	6
691	4955	5
123	5739	2
106	1397	0
4887	10873	8
2424	3709	3
42	17613	4
120	4299	6
614	18078	5
25	2273	7
2827	21	4
120	495	6
957	1397	0
426	14932	1
42	3898	4
1933	2239	4
104	1035	8
9583	9584	6
21	4864	4
1578	827	1
76	47	6
48	2846	5
42	17950	4
23	10475	3
696	10352	6
3986	15107	1
25	2478	7
152	7656	1
97	5564	2
56	1864	6
691	10785	5
42	2867	4
1585	951	1
1646	732	4
1019	15499	4
846	22668	3
8934	2800	3
76	42	4
1064	528	3
1319	2398	0
56	19443	6
4689	669	8
569	1133	6
42	47	3
163	1635	1
728	4651	8
171	669	2
1008	13313	0
943	195	3
42	9338	4
42	3350	4
6138	47	1
104	6190	8
1322	827	3
2072	13	4
199	29	1
657	1096	7
30	15334	3
569	554	6
805	12864	1
30	5856	3
74	20982	8
2744	164	0
42	2121	4
140	13	8
7416	2036	0
803	3498	7
455	484	1
600	1096	6
42	93	4
2305	1617	6
436	52	1
36	473	3
2	1757	6
167	70	4
447	2559	1
9403	245	3
104	8113	1
76	3944	6
8493	18602	2
1639	2137	6
104	13	1
104	406	1
89	240	5
10	884	1
3342	95	1
3749	261	8
1756	485	8
670	5789	8
1447	1291	4
76	1577	6
23	47	3
3539	3324	8
104	221	0
87	1298	2
203	21539	2
1303	4991	2
30	3793	3
805	1828	1
1351	675	5
10711	276	1
10	23155	1
499	2546	4
30	19751	8
25	19341	7
902	560	8
1531	70	1
42	10292	4
600	854	6
23	1392	3
42	7735	4
731	611	8
21852	21853	5
161	164	0
498	2385	8
341	95	1
285	439	3
42	10979	4
30	91	3
1422	5	3
2388	484	0
23	654	3
42	24318	4
42	12926	4
782	18	6
12	9830	8
76	378	6
104	935	0
10	12931	1
34	1013	3
235	221	0
2	18075	6
2	11045	6
1104	354	1
715	362	1
42	14903	4
11714	776	3
78	27	7
2379	733	1
1345	12140	4
556	281	4
23	5797	3
1578	22861	1
1458	19367	3
123	141	8
42	12352	4
94	854	6
30	524	3
120	5	6
3597	1339	5
38	3702	8
3726	4215	4
48	408	8
30	1969	3
109	4242	7
63	86	1
1141	4530	1
42	13746	4
23	3516	3
42	1207	4
8	362	1
123	4884	3
111	4874	6
89	2698	5
30	9597	3
53	6381	7
840	29	1
106	9558	0
97	1173	2
2838	5	3
42	9949	4
87	2087	2
9929	195	8
104	152	1
1987	100	1
11726	4486	5
482	4746	0
42	3083	4
6347	11346	8
106	5856	0
106	976	1
443	95	3
48	20220	5
1292	261	8
1802	321	1
42	22634	4
123	47	4
1711	90	3
355	5564	8
76	439	6
255	453	7
3304	1124	8
10512	47	3
42	3652	4
42	2932	4
5790	1971	6
1458	3431	5
30	3301	3
87	10423	2
2	1532	6
1742	157	3
4777	3829	1
5225	156	0
104	590	1
891	13302	1
21310	95	2
104	6389	8
42	17027	4
55	1827	2
155	484	0
430	13952	4
614	16772	5
8751	1194	3
208	14078	8
2	39	6
23267	830	8
21	1979	8
123	216	3
1742	21700	8
181	7629	6
1019	2404	4
10	8143	5
74	4797	8
361	8601	2
63	23256	1
28	9526	1
42	2536	4
21	1230	1
1578	9204	8
2939	240	5
30	4338	3
373	137	7
4	18395	0
600	91	6
20985	47	8
106	233	0
42	4413	4
104	2793	5
1534	105	8
131	2106	7
12521	95	1
104	354	1
361	1850	8
129	39	1
30	594	8
556	1885	4
10	17529	1
199	378	1
152	29	1
447	3065	1
2941	192	8
25	13	1
10	7750	8
30	93	3
614	4016	5
1489	1400	3
6414	70	1
25	1586	7
87	10077	2
74	837	8
319	1997	2
20145	84	3
1094	1178	1
30	3456	8
30	551	8
13071	59	1
335	3307	4
2	1761	6
42	10188	4
1857	70	1
106	10794	0
42	15	4
1153	29	1
19957	22217	2
76	2498	6
4512	7	0
452	421	7
36	3180	3
241	18	7
23	453	3
42	13196	5
63	1237	1
106	21633	0
392	13	1
23	2238	3
25	2473	7
123	3639	1
482	93	0
413	13	8
76	5515	6
25	27	6
89	222	5
76	495	6
747	4084	1
891	15121	1
3849	13	4
743	18497	0
2158	47	3
3611	47	8
30	4537	3
319	29	2
891	2961	1
834	7053	2
23	4487	3
176	13	0
892	5	4
7478	1068	8
895	2797	8
221	951	0
173	9031	3
11844	2102	3
94	1941	6
56	7511	6
556	669	4
304	13086	1
936	205	2
1259	394	1
173	12133	3
48	6748	1
6850	39	8
447	4020	1
250	5394	8
8	5	1
10711	8084	3
4169	261	8
123	1015	4
10512	35	3
1199	195	8
455	29	1
176	15289	3
1027	27	1
173	151	3
106	24216	0
5392	27	4
44	1147	6
76	2923	6
21	789	1
2971	314	8
42	6062	4
13412	13	1
619	2470	6
36	1638	3
134	151	3
7434	13	1
614	3466	5
74	157	8
30	1668	3
48	6133	5
63	22	0
16721	47	3
42	321	4
5604	2422	8
109	1941	7
42	789	4
765	9	1
1885	1957	8
42	2755	4
16754	70	1
2951	950	8
2577	13	4
42	1147	4
123	4186	1
23	389	3
42	59	4
76	789	6
36	1236	3
123	71	8
6050	21777	3
10	1155	8
638	528	3
106	8765	0
199	519	1
614	903	5
657	762	3
56	975	6
2643	314	8
30	19756	8
30	3456	3
447	124	8
111	8702	6
327	39	1
23545	20995	8
94	906	6
8238	13155	4
8	660	1
8	378	1
134	405	6
373	1096	6
3514	20064	8
63	261	8
30	1496	3
30	1624	3
1353	240	5
1094	13752	1
1355	13	8
30	13207	3
42	75	4
492	22171	1
614	130	3
1135	7725	8
23179	59	4
14562	995	2
104	59	1
74	195	3
21	614	4
23	1147	3
657	826	3
8	19024	1
2	1941	6
304	95	1
181	149	6
123	8019	1
106	1627	0
36	19842	3
87	3663	2
5186	5187	1
24304	70	1
42	3561	4
361	95	8
619	294	6
335	6923	4
87	22863	2
42	741	4
304	13565	3
5589	1074	8
30	23833	8
955	17795	4
4336	261	8
1646	1175	4
30	4839	3
9005	1074	8
1353	29	1
1141	380	1
542	11401	4
203	19847	2
8552	590	4
518	519	5
3154	7954	5
691	119	5
441	7161	8
846	216	3
20019	13	1
3103	634	5
373	439	8
892	1071	4
106	688	0
10951	2660	6
152	537	1
1815	4355	0
42	7851	4
459	8671	3
42	2004	4
1516	2417	1
36	924	3
614	1155	5
21	435	1
23	2470	3
369	95	4
42	548	4
241	1779	7
25	108	6
87	837	2
74	16513	8
1027	29	8
106	10518	0
42	451	4
191	5524	1
803	4742	7
14450	485	4
289	7324	8
3750	453	6
278	378	0
134	5	1
48	5181	1
42	249	4
53	54	7
120	20722	6
56	1969	6
42	13266	4
30	14568	3
659	2861	4
691	442	5
23	4651	3
56	2592	6
30	439	3
76	10258	6
335	8254	4
48	52	1
134	5302	5
203	19236	2
958	13	4
42	18250	4
56	1643	6
36	5542	3
106	3123	0
56	9286	6
1282	21953	3
21198	13	1
23925	70	7
76	148	6
238	59	1
104	95	4
104	676	1
23	8095	3
30	6281	3
4683	580	1
3325	25	7
373	421	7
48	519	5
161	634	5
1282	2393	3
63	170	1
1534	378	8
1497	90	8
23	1392	3
134	16018	3
36	2166	3
89	675	5
30	11316	3
248	9891	4
151	42	4
48	733	8
15603	830	5
527	13	2
30	19219	3
87	3126	2
23008	1339	8
5693	21891	4
140	351	8
840	47	8
8	9501	3
1488	192	1
4512	929	8
5753	178	6
111	610	6
58	56	6
48	166	1
76	1577	6
499	166	4
2	5001	6
11375	1827	1
76	95	6
106	6469	0
640	23985	1
7596	30	3
30	4717	3
30	9320	3
18	14398	7
3340	1339	0
2	20989	6
30	5247	3
63	59	1
42	2793	4
23	9282	3
9143	47	1
255	91	7
123	5077	8
2167	2164	1
123	1171	1
2635	5359	4
392	90	1
10901	356	0
657	105	8
6361	1643	6
459	1589	3
23	524	8
30	18724	3
1021	39	8
846	536	3
8	164	0
875	467	6
1139	141	3
10514	200	3
36	987	3
1270	261	2
436	23101	8
323	391	8
10	884	5
63	294	6
447	45	5
123	511	8
28	22446	8
1204	7361	8
1458	580	1
5178	730	1
661	6741	8
97	360	3
2703	47	2
422	151	3
14395	265	1
42	10890	4
657	9184	1
2332	976	1
36	688	3
23	1624	3
623	13355	8
23	1814	3
3325	1167	7
106	5	0
106	2088	0
22335	13	1
4337	884	8
111	253	6
1224	1476	0
255	326	7
6736	13	3
21	423	8
3104	52	1
772	93	3
87	5045	2
106	2642	0
56	19342	6
42	326	4
56	4621	6
2365	1818	3
1064	6864	1
17194	935	0
11302	528	3
455	306	1
38	13	1
25	6776	7
2152	3940	4
42	18345	4
8514	70	6
30	70	3
2965	224	6
5907	59	1
2219	3492	4
10841	528	8
36	1305	3
94	14157	6
5095	1435	3
80	95	3
42	2386	4
2624	2375	8
21727	3715	8
36	1000	3
623	1305	8
235	27	7
42	59	4
38	669	8
589	306	4
